ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Feat/&FeatPrimalConstitutionDescription	Augmente ta Constitution de 1, jusqu'à un maximum de 20. Tu peux entrer en rage comme une action bonus telle que définie dans le trait de classe Rage du barbare avec +1 aux dégâts de rage qui peut s'empiler avec la rage du barbare. Une fois que vous vous êtes emporté de cette façon, vous devez vous reposer longuement avant de pouvoir utiliser à nouveau cette caractéristique. \NLorsque vous ne portez pas d'armure, votre CA est égale à 10 + votre modificateur de Dextérité + votre modificateur de Constitution.
Feat/&FeatPrimalConstitutionTitle	Rage primitive (Constitution)
Feat/&FeatPrimalStrengthDescription	Augmentez votre Force de 1, jusqu'à un maximum de 20. Vous pouvez entrer en rage comme une action bonus telle que définie dans le trait de classe Rage du barbare avec +1 aux dégâts de rage qui peut s'empiler avec la rage du barbare. Une fois que vous vous êtes emporté de cette manière, vous devez vous reposer longuement avant de pouvoir utiliser à nouveau cette caractéristique. \NLorsque vous ne portez pas d'armure, votre CA est égale à 10 + votre modificateur de Dextérité + votre modificateur de Constitution.
Feat/&FeatPrimalStrengthTitle	Rage primitive (Force)
Feat/&FeatPugilistFightingStlyeDescription	Vos frappes à mains nues infligent 1d4 points de dégâts supplémentaires et vous pouvez donner un coup de poing avec votre main extérieure comme action bonus.
Feat/&FeatPugilistFightingStlyeTitle	Style de combat : Pugiliste
Feat/&FeatRangedExpertDescription	Votre formation d'expert en armes à distance vous confère les avantages suivants : \N- Vous n'avez plus de désavantage sur les attaques à distance lorsqu'un ennemi se trouve à une distance de 1,5 m de vous.\N- Si vous dépensez votre action d'attaque, vous pouvez utiliser une action bonus pour effectuer une attaque avec une arme à distance ou une arme lancée à une main.
Feat/&FeatRangedExpertTitle	Expert à distance
Feat/&FeatSavageAttackerDescription	Relancez les dés de dégâts des armes et des sorts lorsqu'ils obtiennent un 1 (ne relance pas toutes les sources de dégâts, ce qui exclut par exemple l'Attaque sournoise et la Frappe).
Feat/&FeatSavageAttackerReroll	Comme il s'agit d'un attaquant sauvage, {0} relance le dé {1} de {2} à {3}.
Feat/&FeatSavageAttackerTitle	Attaquant sauvage
Feat/&FeatSentinelDescription	Tu as maîtrisé les techniques permettant de tirer profit de chaque baisse de garde de n'importe quel ennemi, et tu obtiens les avantages suivants : \N- Lorsque tu touches une créature avec une attaque d'opportunité, la vitesse de la créature devient 0 pour le reste du tour.\N- Les créatures provoquent des attaques d'opportunité de ta part même si elles effectuent l'action Désengagement avant de quitter ta portée.\N- Lorsqu'une créature effectue une attaque contre une cible autre que toi (et que cette cible ne possède pas cet exploit), tu peux utiliser ta réaction pour effectuer une attaque d'arme de mêlée contre la créature attaquante.
Feat/&FeatSentinelTitle	Sentinelle
Feat/&FeatShadowTouchedChaDescription	Augmente ton attribut Charisme de 1, jusqu'à un maximum de 20. Tu gagnes la capacité de lancer Invisibilité, Infliger des blessures et Fausse vie une fois par repos long et tu apprends les sorts.
Feat/&FeatShadowTouchedChaTitle	Touché par l'ombre (Charisme)
Feat/&FeatShadowTouchedIntDescription	Augmente ton attribut Intelligence de 1, jusqu'à un maximum de 20. Tu gagnes la capacité de lancer les sorts Invisibilité, Infliger des blessures et Fausse vie une fois par repos long et tu apprends les sorts.
Feat/&FeatShadowTouchedIntTitle	Touché par l'ombre (Intelligence)
Feat/&FeatShadowTouchedWisDescription	Augmente ton attribut Sagesse de 1, jusqu'à un maximum de 20.\NTu gagnes la capacité de lancer les sorts Invisibilité, Infliger des blessures, et Fausse vie une fois par repos long et d'apprendre les sorts.
Feat/&FeatShadowTouchedWisTitle	Touché par l'ombre (Sagesse)
Feat/&FeatShadyDescription	Augmente ta Dextérité de 1, jusqu'à un maximum de 20. Une fois par tour, tu peux infliger 1d6 points de dégâts supplémentaires à une créature que tu as touchée avec une attaque qui remplit les conditions de l'attaque sournoise du Voleur. Au 12e niveau, ces dégâts passent à 2d6 et au 20e niveau, à 4d6.
Feat/&FeatShadyTitle	Ombrageux
Feat/&FeatShieldExpertDescription	Vous vous êtes entraîné à utiliser un bouclier comme une arme. Pour toi, il devient une arme de mêlée que tu maîtrises et qui inflige 1d4 points de dégâts de matraquage. Tu gagnes l'avantage sur les tentatives de bousculade lorsque tu manies un bouclier.
Feat/&FeatShieldExpertTitle	Expert en bouclier
Feat/&FeatStrengthIncrementDescription	#ERROR !
Feat/&FeatStrengthIncrementTitle	Augmentation des attributs
Feat/&FeatTelekineticChaDescription	Augmente ton Charisme de 1, jusqu'à un maximum de 20. Comme action bonus, tu peux pousser ou tirer par télékinésie une créature que tu peux voir dans un rayon de 10 mètres autour de toi. La cible doit réussir un jet de sauvegarde de Force (DC 8 + votre bonus de compétence + votre modificateur de Charisme) ou être déplacée de 5 pieds.
Feat/&FeatTelekineticChaPullDescription	Tirer télékinésiquement une créature vers vous.
Feat/&FeatTelekineticChaPullTitle	Tirage télékinétique
Feat/&FeatTelekineticChaPushDescription	Repousser télékinésiquement une créature loin de vous.
Feat/&FeatTelekineticChaPushTitle	Poussée télékinétique
Feat/&FeatTelekineticChaTitle	Télékinésie (Charisme)
Feat/&FeatTelekineticIntDescription	Augmentez votre Intelligence de 1, jusqu'à un maximum de 20. Comme action bonus, vous pouvez pousser ou tirer télékinésiquement une créature que vous pouvez voir dans un rayon de 10 mètres autour de vous. La cible doit réussir un jet de sauvegarde de Force (DC 8 + votre bonus de compétence + votre modificateur d'Intelligence) ou être déplacée de 5 pieds.
Feat/&FeatTelekineticIntPullDescription	Tirer télékinésiquement une créature vers vous.
Feat/&FeatTelekineticIntPullTitle	Attraction télékinétique
Feat/&FeatTelekineticIntPushDescription	Repousser télékinésiquement une créature loin de vous.
Feat/&FeatTelekineticIntPushTitle	Poussée télékinétique
Feat/&FeatTelekineticIntTitle	Télékinésie (Intelligence)
Feat/&FeatTelekineticWisDescription	Augmentez votre Sagesse de 1, jusqu'à un maximum de 20. Comme action bonus, vous pouvez pousser ou tirer télékinésiquement une créature que vous pouvez voir dans un rayon de 10 mètres autour de vous. La cible doit réussir un jet de sauvegarde de Force (DC 8 + votre bonus de compétence + votre modificateur de Sagesse) ou être déplacée de 5 pieds.
Feat/&FeatTelekineticWisPullDescription	Tirer télékinésiquement une créature vers vous.
Feat/&FeatTelekineticWisPullTitle	Attraction télékinétique
Feat/&FeatTelekineticWisPushDescription	Repousser télékinésiquement une créature loin de vous.
Feat/&FeatTelekineticWisPushTitle	Poussée télékinétique
Feat/&FeatTelekineticWisTitle	Télékinésie (Sagesse)
Feat/&FeatTitanFightingDescription	Vous gagnez un coup de +2 contre les créatures de grande taille ou plus grandes.
Feat/&FeatTitanFightingTitle	Style de combat : Combat de titans
Feat/&FeatToughDescription	Votre maximum de points de vie augmente d'un montant égal à deux fois votre niveau lorsque vous gagnez cet exploit. Par la suite, chaque fois que vous gagnez un niveau, votre maximum de points de vie augmente de 2 points de vie supplémentaires.
Feat/&FeatToughTitle	Dur à cuire
Feat/&FeatWarCasterDescription	Vous gagnez un avantage sur les tests de maintien de la concentration. Vous gagnez la capacité d'exécuter la composante somatique des sorts même avec les deux mains pleines. Lorsque le mouvement d'une créature hostile provoque une attaque d'opportunité de votre part, vous pouvez utiliser votre réaction pour lancer un cantrip sur la créature, plutôt que de faire une attaque d'opportunité. Le cantrip doit avoir un temps d'incantation de 1 action ou action bonus et ne doit cibler que cette créature.
Feat/&FeatWarCasterTitle	Maître de guerre
Feat/&FeatWiseDefenseDescription	Augmentez votre Sagesse de 1, jusqu'à un maximum de 20. Lorsque vous ne portez pas d'armure, votre CA est égale à 10 + votre modificateur de Dextérité + votre modificateur de Sagesse.
Feat/&FeatWiseDefenseTitle	Défense sage
Feat/&FeatWisePrecisionDescription	Lorsqu'elle est active sur une arme, ses attaques comptent comme magiques et vous utilisez votre Sagesse pour vos jets d'attaque et de dégâts. Elle a une durée de 1 minute et peut être utilisée deux fois par repos long.
Feat/&FeatWisePrecisionTitle	Précision sage
Feat/&FeatWisIncrementDescription	#ERREUR !
Feat/&FeatWisIncrementTitle	Augmentation de l'attribut Sagesse
Feat/&FeyTeleportationLanguageTirmarianDescription	Gagnez la compétence en Tirmarian.
Feat/&FeyTeleportationLanguageTirmarianTitle	Tirmarian
Feat/&FightingStyleArcheryDescription	Vous gagnez un bonus de +2 aux jets d'attaque avec les armes à distance.
Feat/&FightingStyleArcheryTitle	Style de combat : Tir à l'arc
Feat/&FightingStyleDefenseDescription	Lorsque vous portez une armure, vous gagnez un bonus de +1 à la CA.
Feat/&FightingStyleDefenseTitle	Style de combat : Défense
Feat/&FightingStyleDuelingDescription	Lorsque vous brandissez une arme de mêlée dans une main et aucune autre arme, vous gagnez un bonus de +2 aux jets de dégâts avec cette arme.
Feat/&FightingStyleDuelingTitle	Style de combat : Duel :
Feat/&FightingStyleGeneralFeatDescription	Vous pouvez choisir un style de combat.
Feat/&FightingStyleGeneralFeatitle	Style de combat
Feat/&FightingStyleGreatWeaponDescription	Lorsque vous obtenez un 1 ou un 2 sur un dé de dégâts pour une attaque que vous effectuez avec une arme de mêlée que vous maniez à deux mains, vous pouvez relancer le dé. Vous devez utiliser le nouveau jet, même si c'est un 1 ou un 2. L'arme doit avoir la propriété à deux mains ou polyvalente pour que vous puissiez bénéficier de cet avantage.
Feat/&FightingStyleGreatWeaponTitle	Style de combat : Grande arme
Feat/&FightingStyleProtectionDescription	Lorsqu'une créature que vous pouvez voir attaque une cible autre que vous qui se trouve à moins de 1,5 mètre de vous, vous pouvez utiliser votre réaction pour imposer un désavantage au jet d'attaque. Vous devez brandir un bouclier.
Feat/&FightingStyleProtectionTitle	Style de combat : Protection
Feat/&FightingStyleTwoWeaponDescription	Lorsque vous engagez un combat à deux armes, vous pouvez ajouter votre modificateur de capacité aux dégâts de la deuxième attaque.
Feat/&FightingStyleTwoWeaponTitle	Style de combat : Deux armes
Feat/&FlameArtillery_2Description	3d8 dégâts de feu (Cône).
Feat/&FlameArtillery_2Title	Artillerie de flammes (améliorée)
Feat/&FlameArtilleryConstructDescription	Crée un cône de feu qui inflige 2d8 points de dégâts en cas de sauvegarde ratée.
Feat/&FlameArtilleryConstructDescription_3	Crée un cône de feu qui inflige 3d8 points de dégâts en cas d'échec de la sauvegarde.
Feat/&FlameArtilleryConstructTitle	Construction d'artillerie de feu
Feat/&FlameArtilleryConstructTitle_3	Construction d'artillerie de feu
Feat/&FlameArtilleryConstructTitle_5	Construction d'artillerie de feu
Feat/&FlameArtilleryDescription	2d8 points de dégâts de feu (cône).
Feat/&FlameArtilleryTitle	Artillerie de flammes
Feat/&ForceArtillery_2Description	3d8 dégâts de Force et pousse la cible de 1,5 m.
Feat/&ForceArtillery_2Title	Artillerie de force (améliorée)
Feat/&ForceArtilleryAdditionalDamageDescription	La construction améliorée inflige 1d8 points de dégâts supplémentaires par touche.
Feat/&ForceArtilleryConstructDescription	Inflige 2d8 dégâts de force et repousse la cible à 1,5 m de la construction.
Feat/&ForceArtilleryConstructDescription_3	Inflige 3d8 dégâts de force et repousse la cible à 1,5 m de la Construct.
Feat/&ForceArtilleryConstructTitle	Construction d'artillerie de force
Feat/&ForceArtilleryConstructTitle_3	Construction d'artillerie de force
Feat/&ForceArtilleryConstructTitle_5	Construction d'artillerie de force
Feat/&ForceArtilleryDescription	2d8 dégâts de Force et pousse la cible à 5ft.
Feat/&ForceStrikePowerDescription	Attaque à distance 1d6 points de dégâts de force de votre fidèle acolyte.
Feat/&ForceStrikePowerTitle	Fronde de Force (serviteur artificiel)
Feat/&GauntletsGrappleDescription	Peut maintenant tirer les ennemis à portée de mêlée avec une action bonus et infliger 1d8 dégâts de tonnerre.
Feat/&GauntletsGrappleTitle	Grappin de gantelet
Feat/&HalfCoverShieldDescription	Confère +2 à la CA dans un rayon de 3 m.
Feat/&HalfCoverShieldTitle	Dôme à demi-couvert
Feat/&HealerDescription	Vous gagnez une compétence ou une expertise aux tests de médecine. Vous gagnez la capacité de stabiliser une créature mourante ainsi que de ranimer une créature morte dans les 12 dernières secondes, une fois par repos long. Vous pouvez utiliser une action pour restaurer 1d6 + 4 + niveau de personnage points de vie un nombre de fois par repos court égal à votre modificateur de Sagesse.
Feat/&HealerResuscitateDescription	Utilisez une action pour ranimer une créature morte au cours des 15 dernières secondes.
Feat/&HealerResuscitateTitle	Réanimer
Feat/&HealerStabilizeDescription	Utilisez une action pour stabiliser une créature mourante.
Feat/&HealerStabilizeTitle	Stabiliser
Feat/&HealerTitle	Guérisseur
Feat/&HealerUseMedicineDescription	Vous pouvez utiliser une action pour restaurer 1d6 + 4 + niveau du personnage points de vie un nombre de fois par repos court égal à votre modificateur de Sagesse.
Feat/&HealerUseMedicineTitle	Use Medicine
Feat/&IncreaseConstructSelectingDescription	Vous pouvez maintenant invoquer deux constructions d'artillerie. Les constructions peuvent être de même type ou de type différent.
Feat/&IncreaseConstructSelectingTitle	Renforts
Feat/&InspiringLeaderDescription	Dépensez 10 minutes pour inspirer jusqu'à 6 créatures amies (dont vous pouvez faire partie) dans un rayon de 30 pieds autour de vous. Chaque créature gagne des points de vie temporaires égaux à votre niveau + votre modificateur de Charisme. Utilisable une fois par repos court.
Feat/&InspiringLeaderTitle	Chef inspirateur
Feat/&IntToAttackAndDamageDescription	Vous pouvez utiliser votre modificateur d'Intelligence, au lieu de votre modificateur de Force ou de Dextérité, pour vos jets d'attaque et de dégâts avec les armes blindées.
Feat/&IntToAttackAndDamageTitle	Arme blindée
Feat/&MendingConstructDescription	Répare votre construction pour 2d6 PV sur 1 min.
Feat/&MendingConstructTitle	Réparer une construction
Feat/&ModeSwitchingPoolDescription	Vous pouvez changer de mode une fois par jour en créant et en utilisant des armes temporaires.
Feat/&ModeSwitchingPoolTitle	Mode armure
Feat/&MoonlitBonusCantripsDescription	Votre contrôle de la lumière lunaire a atteint un nouveau niveau. Vous pouvez lancer Rayon de Lune et Feu de Fée à volonté.
Feat/&MoonlitBonusCantripsTitle	Contrôle de la lumière
Feat/&PickPocketFeatDescription	Vous gagnez en maîtrise du tour de main, ou en expertise si vous êtes déjà compétent. Vous avez également l'avantage sur les tests de dextérité de ce type.
