ActionAffinity/&DHFeeblemindSpellDescription	Impossibile lanciare incantesimi.
Feat/&FeatPolearmExpertDescription	Il tuo addestramento esperto con le armi in asta ti garantisce questi vantaggi:\n• Quando si esegue l'azione Attacco e si attacca solo con un'arma ad asta, è possibile utilizzare un'azione bonus per effettuare un attacco in mischia con l'estremità opposta dell'arma. Questo attacco usa lo stesso modificatore di abilità dell'attacco primario. Il dado di danno dell'arma per questo attacco è un d4 e infligge danni contundenti.\n• Mentre impugnate un'arma con un'arma ad asta, altre creature provocano un attacco di opportunità da parte vostra quando entrano nel raggio d'azione che avete con quell'arma.
Feat/&FeatPolearmExpertTitle	Esperto di armi da fuoco
Feat/&FeatPrimalConstitutionDescription	Aumenta la tua Costituzione di 1, fino a un massimo di 20.\nPuoi inserire una rabbia come azione bonus come definita nel privilegio di classe Ira del Barbaro con un danno da rabbia +1 che può accumularsi con la rabbia del Barbaro. Una volta che ti sei infuriato in questo modo, devi terminare un lungo riposo prima di utilizzare nuovamente questa funzione.\nMentre non indossi alcuna armatura, la tua CA è pari a 10 + il tuo modificatore di Destrezza + il tuo modificatore di Costituzione.
Feat/&FeatPrimalConstitutionTitle	Rabbia Primordiale (Costituzione)
Feat/&FeatPrimalStrengthDescription	Aumenta la tua Forza di 1, fino a un massimo di 20.\nPuoi inserire una rabbia come azione bonus come definita nel privilegio di classe Ira del Barbaro con un danno da rabbia +1 che può accumularsi con la rabbia del Barbaro. Una volta che ti sei infuriato in questo modo, devi terminare un lungo riposo prima di utilizzare nuovamente questa funzione.\nMentre non indossi alcuna armatura, la tua CA è pari a 10 + il tuo modificatore di Destrezza + il tuo modificatore di Costituzione.
Feat/&FeatPrimalStrengthTitle	Rabbia Primordiale (Forza)
Feat/&FeatPugilistFightingStlyeDescription	I tuoi colpi senz'armi infliggono 1d4 danni contundenti aggiuntivi e puoi dare un pugno con la mano secondaria come azione bonus.\nSe hai una mano libera, puoi spingere come azione bonus.
Feat/&FeatPugilistFightingStlyeTitle	Stile di combattimento: pugile
Feat/&FeatRangedExpertDescription	Il tuo addestramento esperto con armi a distanza ti garantisce questi vantaggi:\n• Non hai più svantaggio sugli attacchi a distanza quando c'è un nemico entro 1,5 metri da te.\n• Se si effettua l'azione Attacco nel proprio turno, è possibile utilizzare un'azione bonus per effettuare un attacco con un'arma a distanza o da lancio a una mano.
Feat/&FeatRangedExpertTitle	Esperto a distanza
Feat/&FeatSavageAttackerDescription	Ritira i dadi di danno dell'arma e dell'incantesimo quando ottieni un 1 (questo non rilancia i dadi da tutte le fonti di danno. Ad esempio, i danni da attacco furtivo e punizione non vengono ritirati).
Feat/&FeatSavageAttackerReroll	Essendo un Attaccante Selvaggio {0} ritira il dado {1} da {2} a {3}
Feat/&FeatSavageAttackerTitle	Attaccante selvaggio
Feat/&FeatSentinelDescription	Hai imparato le tecniche per sfruttare ogni caduta di guardia di qualsiasi nemico, ottenendo i seguenti vantaggi:\n• Quando colpisci una creatura con un attacco di opportunità, la velocità della creatura diventa 0 per il resto del turno.\n• Le creature provocano attacchi di opportunità da parte tua anche se effettuano l'azione Disimpegno prima di lasciare la tua portata.\n• Quando una creatura effettua un attacco contro un bersaglio diverso da te (e quel bersaglio non possiede questo talento), puoi usare la tua reazione per effettuare un attacco con un'arma da mischia contro la creatura attaccante.
Feat/&FeatSentinelTitle	Sentinella
Feat/&FeatShadowTouchedChaDescription	Aumenta il tuo attributo Carisma di 1, fino a un massimo di 20.\nOttieni la capacità di lanciare incantesimi di invisibilità, infliggere ferite e falsa vita una volta per riposo lungo e puoi lanciare questi incantesimi con i tuoi slot incantesimo.
Feat/&FeatShadowTouchedChaTitle	Toccato dall'ombra (Carisma)
Feat/&FeatShadowTouchedIntDescription	Aumenta il tuo attributo Intelligenza di 1, fino a un massimo di 20.\nOttieni la capacità di lanciare incantesimi di invisibilità, infliggere ferite e falsa vita una volta per riposo lungo e puoi lanciare questi incantesimi con i tuoi slot incantesimo.
Feat/&FeatShadowTouchedIntTitle	Shadow Touched (Intelligence)
Feat/&FeatShadowTouchedWisDescription	Aumenta il tuo attributo Saggezza di 1, fino a un massimo di 20.\nOttieni la capacità di lanciare incantesimi di invisibilità, infliggere ferite e falsa vita una volta per riposo lungo e puoi lanciare questi incantesimi con i tuoi slot incantesimo.
Feat/&FeatShadowTouchedWisTitle	Toccato dall'ombra (Saggezza)
Feat/&FeatShadyDescription	Aumenta la tua Destrezza di 1, fino a un massimo di 20.\nUna volta per turno, puoi infliggere 1d6 danni extra a una creatura che colpisci con un attacco che soddisfi i requisiti dell'Attacco Furtivo del Ladro. Al 12° livello, questo danno aumenta a 2d6 e al 20° livello a 4d6.
Feat/&FeatShadyTitle	Ombreggiato
Feat/&FeatShieldExpertDescription	Ti sei allenato nell'uso di uno scudo come arma. Per te, diventa un'arma da mischia in cui sei competente che infligge 1d4 danni contundenti.\nOttieni vantaggio nei tentativi di spinta mentre maneggi uno scudo.
Feat/&FeatShieldExpertTitle	Esperto di scudi
Feat/&FeatStrengthIncrementDescription	Aumenta la tua Forza di 1, fino a un massimo di 20.
Feat/&FeatStrengthIncrementTitle	Attributo Aumento
Feat/&FeatTelekineticChaDescription	Aumenta il tuo Carisma di 1, fino a un massimo di 20.\nCome azione bonus, puoi spingere o tirare telecineticamente una creatura che puoi vedere entro 9 metri da te. Il bersaglio deve superare un tiro salvezza di Forza (CD 8 + il tuo bonus di competenza + il tuo modificatore di Carisma) o essere spostato di 1,5 metri.
Feat/&FeatTelekineticChaPullDescription	Attira telecineticamente una creatura verso di te.
Feat/&FeatTelekineticChaPullTitle	Tirata telecinetica
Feat/&FeatTelekineticChaPushDescription	Spingi telecineticamente una creatura lontano da te.
Feat/&FeatTelekineticChaPushTitle	Spinta telecinetica
Feat/&FeatTelekineticChaTitle	Telecinetica (Carisma)
Feat/&FeatTelekineticIntDescription	Aumenta la tua Intelligenza di 1, fino a un massimo di 20.\nCome azione bonus, puoi spingere o tirare telecineticamente una creatura che puoi vedere entro 9 metri da te. Il bersaglio deve superare un tiro salvezza di Forza (CD 8 + il tuo bonus di competenza + il tuo modificatore di Intelligenza) o essere spostato di 1,5 metri.
Feat/&FeatTelekineticIntPullDescription	Attira telecineticamente una creatura verso di te.
Feat/&FeatTelekineticIntPullTitle	Tirata telecinetica
Feat/&FeatTelekineticIntPushDescription	Spingi telecineticamente una creatura lontano da te.
Feat/&FeatTelekineticIntPushTitle	Spinta telecinetica
Feat/&FeatTelekineticIntTitle	Telecinetica (Intelligenza)
Feat/&FeatTelekineticWisDescription	Aumenta la tua Saggezza di 1, fino a un massimo di 20.\nCome azione bonus, puoi spingere o tirare telecineticamente una creatura che puoi vedere entro 9 metri da te. Il bersaglio deve superare un tiro salvezza di Forza (CD 8 + il tuo bonus di competenza + il tuo modificatore di Saggezza) o essere spostato di 1,5 metri.
Feat/&FeatTelekineticWisPullDescription	Attira telecineticamente una creatura verso di te.
Feat/&FeatTelekineticWisPullTitle	Tirata telecinetica
Feat/&FeatTelekineticWisPushDescription	Spingi telecineticamente una creatura lontano da te.
Feat/&FeatTelekineticWisPushTitle	Spinta telecinetica
Feat/&FeatTelekineticWisTitle	Telecinetica (Saggezza)
Feat/&FeatTitanFightingDescription	Guadagni un +2 per colpire contro creature di taglia Grande o superiore.
Feat/&FeatTitanFightingTitle	Stile di combattimento: combattimento di titani
Feat/&FeatToughDescription	I tuoi punti ferita massimi aumentano di un importo pari al doppio del tuo livello quando ottieni questo talento. Ogni volta che raggiungi un livello successivo, i tuoi punti ferita massimi aumentano di 2 punti ferita aggiuntivi.
Feat/&FeatToughTitle	Difficile
Feat/&FeatWarCasterDescription	Ottieni vantaggio alle prove per mantenere la concentrazione.\nOttieni la capacità di eseguire la componente somatica degli incantesimi anche con entrambe le mani occupate.\nQuando il movimento di una creatura ostile provoca un attacco di opportunità da parte tua, puoi usare la tua reazione per lanciare un trucchetto contro la creatura, invece di effettuare un attacco di opportunità. Il trucchetto deve avere un tempo di lancio di 1 azione o azione bonus e deve bersagliare solo quella creatura.
Feat/&FeatWarCasterTitle	Lanciatore di guerra
Feat/&FeatWiseDefenseDescription	Aumenta la tua Saggezza di 1, fino a un massimo di 20.\nMentre non indossi alcuna armatura, la tua CA è pari a 10 + il tuo modificatore di Destrezza + il tuo modificatore di Saggezza.
Feat/&FeatWiseDefenseTitle	Difesa saggia
Feat/&FeatWisePrecisionDescription	Puoi usare un'azione bonus per selezionare un'arma. I suoi attacchi contano come magici e usi la tua Saggezza per i tuoi tiri per colpire e per i danni per 1 minuto. Questa funzione può essere utilizzata due volte per riposo lungo.
Feat/&FeatWisePrecisionTitle	Saggia precisione
Feat/&FeatWisIncrementDescription	Aumenta la tua Saggezza di 1, fino a un massimo di 20.
Feat/&FeatWisIncrementTitle	Aumento degli attributi di saggezza
Feat/&FeyTeleportationLanguageTirmarianDescription	Acquisisci competenza in Tirmarian.
Feat/&FeyTeleportationLanguageTirmarianTitle	Timariano
Feat/&FightingStyleArcheryDescription	Ottieni un bonus di +2 ai tiri per colpire con armi a distanza.
Feat/&FightingStyleArcheryTitle	Stile di combattimento: tiro con l'arco
Feat/&FightingStyleDefenseDescription	Mentre indossi un'armatura, guadagni un bonus di +1 alla CA.
Feat/&FightingStyleDefenseTitle	Stile di combattimento: difesa
Feat/&FightingStyleDuelingDescription	Quando impugna un'arma da mischia in una mano e nessun'altra arma, si ottiene un bonus di +2 ai tiri per i danni con quell'arma.
Feat/&FightingStyleDuelingTitle	Stile di combattimento: duello
Feat/&FightingStyleGeneralFeatDescription	Puoi selezionare uno stile di combattimento.
Feat/&FightingStyleGeneralFeatitle	Stile di combattimento
Feat/&FightingStyleGreatWeaponDescription	Quando ottieni un 1 o 2 su un dado di danno per un attacco che fai con un'arma da mischia che stai impugnando con due mani, puoi ritirare il dado. Devi usare il nuovo tiro, anche se è un 1 o un 2. L'arma deve avere la proprietà a due mani o versatile per poter ottenere questo beneficio.
Feat/&FightingStyleGreatWeaponTitle	Stile di combattimento: grande arma
Feat/&FightingStyleProtectionDescription	Quando una creatura che puoi vedere attacca un bersaglio diverso da te che si trova entro 1,5 metri da te, puoi usare la tua reazione per imporre svantaggio al tiro di attacco. Devi impugnare uno scudo.
Feat/&FightingStyleProtectionTitle	Stile di combattimento: protezione
Feat/&FightingStyleTwoWeaponDescription	Quando ti impegni in un combattimento con due armi, puoi aggiungere il tuo modificatore di abilità al danno del secondo attacco.
Feat/&FightingStyleTwoWeaponTitle	Stile di combattimento: due armi
Feat/&FlameArtillery_2Description	3d8 danni da fuoco (cono).
Feat/&FlameArtillery_2Title	Artiglieria infuocata (migliorata)
Feat/&FlameArtilleryConstructDescription	Crea un cono di fuoco che infligge 2d8 danni se fallisce il tiro salvezza.
Feat/&FlameArtilleryConstructDescription_3	Crea un cono di fuoco che infligge 3d8 danni se fallisce il tiro salvezza.
Feat/&FlameArtilleryConstructTitle	Costrutto di artiglieria infuocata
Feat/&FlameArtilleryConstructTitle_3	Costrutto di artiglieria infuocata
Feat/&FlameArtilleryConstructTitle_5	Costrutto di artiglieria infuocata
Feat/&FlameArtilleryDescription	2d8 danni da fuoco (cono).
Feat/&FlameArtilleryTitle	Artiglieria infuocata
Feat/&ForceArtillery_2Description	3d8 danni da forza e spingi il bersaglio di 1,5 m.
Feat/&ForceArtillery_2Title	Artiglieria di forza (migliorata)
Feat/&ForceArtilleryAdditionalDamageDescription	Il costrutto potenziato infligge 1d8 danni in più per colpo.
Feat/&ForceArtilleryConstructDescription	Infligge 2d8 danni da forza e spinge il bersaglio a 1,5 metri di distanza dal Costrutto.
Feat/&ForceArtilleryConstructDescription_3	Infligge 3d8 danni da forza e spinge il bersaglio a 1,5 metri di distanza dal Costrutto.
Feat/&ForceArtilleryConstructTitle	Costrutto di artiglieria di forza
Feat/&ForceArtilleryConstructTitle_3	Costrutto di artiglieria di forza
Feat/&ForceArtilleryConstructTitle_5	Costrutto di artiglieria di forza
Feat/&ForceArtilleryDescription	2d8 Danno da forza e spingi per 1,5 m.
Feat/&ForceStrikePowerDescription	Attacco a distanza 1d6 danni da forza dal tuo fidato compagno.
Feat/&ForceStrikePowerTitle	Fionda della Forza (servitore artificiale)
Feat/&GauntletsGrappleDescription	Ora può trascinare i nemici in mischia con un'azione bonus e infliggere 1d8 danni da tuono.
Feat/&GauntletsGrappleTitle	Impugnatura a guanto
Feat/&HalfCoverShieldDescription	Gli alleati entro 3 metri ottengono +2 CA.
Feat/&HalfCoverShieldTitle	Cupola a mezza copertura
Feat/&HealerDescription	Acquisisci competenza o esperienza nei controlli di Medicina. Ottieni la capacità di stabilizzare una creatura morente e di far rivivere una creatura morta negli ultimi 12 secondi una volta per riposo lungo. Puoi usare un'azione per ripristinare 1d6 + 4 + punti ferita a livello del personaggio un numero di volte per riposo breve pari al tuo modificatore di Saggezza.
Feat/&HealerResuscitateDescription	Usa un'azione per far rivivere una creatura morta negli ultimi 15 secondi.
Feat/&HealerResuscitateTitle	Rianima
Feat/&HealerStabilizeDescription	Usa un'azione per stabilizzare una creatura morente.
Feat/&HealerStabilizeTitle	Stabilizzare
Feat/&HealerTitle	Guaritore
Feat/&HealerUseMedicineDescription	Puoi usare un'azione per ripristinare 1d6 + 4 + punti ferita a livello del personaggio un numero di volte per riposo breve pari al tuo modificatore di Saggezza.
Feat/&HealerUseMedicineTitle	Usa la medicina
Feat/&IncreaseConstructSelectingDescription	Ora puoi evocare due costrutti di artiglieria. I costrutti possono essere della stessa modalità o di modalità diverse.
Feat/&IncreaseConstructSelectingTitle	Rinforzi
Feat/&InspiringLeaderDescription	Una volta per riposo breve, puoi spendere 10 minuti per ispirare fino a 6 creature amiche (che possono includere te stesso) entro 9 metri da te. Ogni creatura guadagna punti ferita temporanei pari al tuo livello + il tuo modificatore di Carisma.
Feat/&InspiringLeaderTitle	Leader ispiratore
Feat/&IntToAttackAndDamageDescription	Puoi usare il tuo modificatore di Intelligenza, invece del modificatore di Forza o Destrezza, per i tuoi tiri per colpire e per i danni con le armi corazzate.
Feat/&IntToAttackAndDamageTitle	Arma dell'armatura
Feat/&MendingConstructDescription	Ripara il tuo costrutto per 2d6 HP in 1 minuto.
Feat/&MendingConstructTitle	Costrutto di riparazione
Feat/&ModeSwitchingPoolDescription	Puoi passare da una modalità all'altra una volta per riposo breve creando e utilizzando armi temporanee.
Feat/&ModeSwitchingPoolTitle	Modalità armatura
Feat/&MoonlitBonusCantripsDescription	Il tuo controllo della luce lunare è aumentato a un nuovo livello. Puoi lanciare gli incantesimi raggio di luna e fuoco fatato a piacimento.
Feat/&MoonlitBonusCantripsTitle	Controllo della luce
Feat/&PickPocketFeatDescription	Acquisisci competenza nei giochi di prestigio, o competenza se già abile. Hai anche vantaggio sulle prove di destrezza di destrezza di mano.
Feat/&PickPocketFeatTitle	Borsaiolo
Feat/&PowerAlchemistEmboldeningShotsDescription	Ottieni la capacità di somministrare un elisir che incoraggia i tuoi alleati, fornendo loro 4d6 + punti ferita temporanei del modificatore di Intelligenza.
Feat/&PowerAlchemistEmboldeningShotsTitle	Colpi incoraggianti
Feat/&PowerAlchemistGreaterRestorativeElixirsDescription	Una volta al giorno, puoi lanciare un restauro maggiore.
Feat/&PowerAlchemistGreaterRestorativeElixirsTitle	Maggiore Restauro
Feat/&PowerAlchemistHealElixirsDescription	Una volta al giorno, puoi lanciare cure.
Feat/&PowerAlchemistHealElixirsTitle	Guarire
Feat/&PowerAlchemistRestorativeElixirsDescription	Puoi lanciare Ristorazione Inferiore senza spendere uno slot incantesimo. Puoi farlo un numero di volte per riposo lungo pari al tuo modificatore di Intelligenza.
Feat/&PowerAlchemistRestorativeElixirsTitle	Elisir riparatori
Feat/&PowerAttackFeatDescription	Hai imparato a scambiare precisione per sferrare colpi più letali. Quando attacchi con armi da mischia, puoi scegliere di subire una penalità di -3 al tuo colpire per infliggere danni aggiuntivi pari a 3 + il tuo bonus di competenza.
