ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Feat/&SummonProtectorConstructTitle_Upgrade	Invocation de la mise à niveau de la construction du protecteur
Feat/&TempHPShieldConstructDescription	Confère 1d8 + 4 PV temporaires aux alliés à moins de 3 mètres.
Feat/&TempHPShieldConstructTitle	Construction de dôme de protection
Feat/&TempHPShieldDescription	Fournit 1d8 + 4 TempHP aux alliés à moins de 3 mètres.
Feat/&ThunderShieldDescription	Le bouclier défensif fournit des PV temporaires égaux à votre niveau. Peut être utilisé 6 fois par repos long.
Feat/&ThunderShieldTitle	Bouclier de tonnerre
Feat/&TinkererConstructFamilyDescription	Créé par Tinkerer.
Feat/&TinkererConstructFamilyTitle	Construction de bricoleur
Feat/&TorchbearerDescription	Vous êtes habile dans l'utilisation d'une torche au combat. Une fois par tour, par une action bonus, vous pouvez choisir d'utiliser une source de lumière que vous avez équipée pour tenter d'incendier un ennemi que vous pouvez toucher. Votre cible doit réussir un jet de sauvegarde de Dextérité (DD 8 + votre bonus de maîtrise + votre modificateur de Dextérité) ou subir 1d4 dégâts de feu par tour pendant 1 minute ou jusqu'à son extinction.
Feat/&TorchbearerTitle	Porte-flambeau
Feat/&UseArmorWeaponsAsFocusDescription	Vous pouvez utiliser les armes de l'armure comme focalisateur de sorts pour vos sorts.
Feat/&UseArmorWeaponsAsFocusTitle	Focus sur les sorts
Feat/&UsingitemPowerDescription	Permet d'utiliser la puissance de l'arme lors d'une action bonus.
Feat/&UsingitemPowerTitle	Utiliser la puissance des armes
Feature/&AdditionalActionDualFlurryDescription	Vous pouvez effectuer une attaque secondaire supplémentaire.
Feature/&AdditionalActionDualFlurryTitle	Double rafale !
Feature/&AdditionalDamageAgonizingBlastDescription	Vous ajoutez votre modificateur de Charisme au premier jet de dégâts d'une attaque eldritch blast.
Feature/&AdditionalDamageAgonizingBlastTitle	Explosion agonisante
Feature/&AdditionalDamageFeatShadySneakAttackDescription	Une fois par tour, vous pouvez infliger 1d6 dégâts supplémentaires à une créature que vous touchez avec une attaque qui répond à l'attaque sournoise de Rogue. Au niveau 7, ces dégâts passent à 2d6 et au niveau 14 à 3d6. Cela peut se cumuler avec l'attaque sournoise de Rogue.
Feature/&AdditionalDamageFeatShadySneakAttackTitle	Attaque sournoise ombragée
Feature/&AdditionalDamageHinderingBlastDescription	Lorsque vous touchez une créature avec votre souffle eldritch, vous pouvez réduire la vitesse de cette créature de 3 mètres jusqu'à la fin de votre prochain tour.
Feature/&AdditionalDamageHinderingBlastTitle	Explosion gênante
Feature/&AgonizingBlastDescription	Ajoutez votre modificateur de Charisme aux dégâts d'Eldritch Basts.
Feature/&AgonizingBlastTitle	Explosion agonisante
Feature/&AHSoulBladeEmpowerDamageBonusDescription	Vous êtes renforcé et infligez un bonus de dégâts égal à votre maîtrise de toutes vos attaques.
Feature/&AHSoulBladeEmpowerWeaponConditionDescription	Vous êtes renforcé et infligez un bonus de dégâts égal à votre maîtrise de toutes vos attaques.
Feature/&AHSoulBladeEmpowerWeaponConditionTitle	Âme habilitée
Feature/&AHSoulBladeEmpowerWeaponDamageBonusDescription	Vous êtes renforcé et infligez un bonus de dégâts égal à votre maîtrise de toutes vos attaques.
Feature/&AHSoulBladeEmpowerWeaponDamageBonusTitle	Âme habilitée
Feature/&AHSoulBladeSummonPactWeaponPowerDescription	Une fois par repos court, vous pouvez invoquer une forme spirituelle d'une arme de votre pacte par une action libre. Par une action bonus, vous pouvez diriger l'arme comme vous le souhaitez pour attaquer vos ennemis. L'arme se déplace jusqu'à 20 pieds à chaque fois avant de frapper.
Feature/&AHSoulBladeSummonPactWeaponPowerTitle	Arme du pacte spirituel
Feature/&AHWarlockClassPactBoonSetDescription	Au niveau 3, votre patron d'un autre monde vous accorde un cadeau pour vos loyaux services. Vous pouvez choisir entre :
Feature/&AHWarlockClassPactBoonSetTitle	Aubaine du pacte
Feature/&AHWarlockClassPactOfTheBladeSetDescription	Vous maîtrisez toutes les armes et vos attaques avec une arme sont considérées comme magiques.
Feature/&AHWarlockClassPactOfTheBladeSetTitle	Pacte de la Lame
Feature/&AHWarlockSoulBladePactEmpowerWeaponPowerDescription	Une fois par repos long, vous pouvez renforcer une arme avec le pouvoir des âmes. Cette arme utilise le modificateur de Charisme pour les jets d'attaque et de dégâts et compte comme magique jusqu'au repos prolongé.
Feature/&AHWarlockSoulBladePactEmpowerWeaponPowerTitle	Autonomisation de l'âme
Feature/&AHWarlockSoulBladePactExtendedSpellListDescription	La lame Soul vous permet de choisir parmi une liste étendue de sorts lorsque vous apprenez un sort Warlock. Les sorts suivants sont ajoutés à la liste des sorts de Warlock pour vous : {0}
Feature/&AHWarlockSoulBladePactExtendedSpellListTitle	Sorts d'âmelame
Feature/&AHWarlockSoulBladePactSoulShieldPowerDescription	Une fois par repos court, vous utilisez le pouvoir des âmes pour vous défendre. En utilisant une action bonus, vous gagnez des PV temporaires égaux à votre modificateur de niveau + Charisme.
Feature/&AHWarlockSoulBladePactSoulShieldPowerTitle	Bouclier d'âme
Feature/&AlwaysBeardDescription	{0} % de chances de faire pousser une magnifique barbe !
Feature/&AncientForestExpandedSpelllistAfinityDescription	Vous choisissez parmi une liste étendue de sorts lorsque vous apprenez un sort de démoniste. Les sorts suivants sont ajoutés à la liste des sorts de Warlock pour vous : {0}
Feature/&AncientForestExpandedSpelllistAfinityTitle	Sorts de la forêt ancienne
Feature/&AncientForestLightAffinityDescription	Vous pouvez absorber l'énergie du soleil. Tant que vous êtes en pleine lumière directe, vous gagnez 2 PV par round.
Feature/&AncientForestLightAffinityTitle	Photosynthèse
Feature/&AncientForestRegrowthDescription	Vous avez un réservoir de pouvoir de guérison qui se reconstitue lorsque vous prenez un long repos. Avec ce pool, vous pouvez restaurer un nombre total de points de vie égal à votre niveau d'Arcaniste × 5.
Feature/&AncientForestRegrowthTitle	Repousse
Feature/&ArcaneDetonationDescription	Lorsque vous touchez une créature qui a votre marque d'arcaniste avec une attaque avec une arme, la marque explose, infligeant 1d6 dégâts de force et détruisant la marque.
Feature/&ArcaneDetonationTitle	Détonation arcanique
Feature/&ArcaneDetonationUpgradeDescription	À partir du niveau 11, les dégâts de votre Détonation des arcanes passent à 2d6.
Feature/&ArcaneDetonationUpgradeTitle	Détonation des arcanes supérieure
Feature/&ArcanePulseDescription	À partir du niveau 7, vous pouvez provoquer une éruption d'énergie arcanique à une distance de 9 mètres. Les créatures hostiles situées dans un rayon de 4,50 mètres autour du point d'impact subissent 4d8 dégâts et gagnent une marque d'arcaniste. Vous pouvez utiliser cette capacité un nombre de fois égal à votre modificateur de Sagesse par repos long. Au niveau 15, les dégâts de votre Arcane Pulse passent à 8d8.
Feature/&ArcanePulseTitle	Impulsion arcanique
Feature/&ArcanistAutoPreparedSpellsDescription	Vous gagnez des sorts bonus qui sont considérés pour vous comme des sorts de Rôdeur, ils sont toujours préparés et ne comptent pas dans le nombre de sorts de Rôdeur que vous connaissez :\n{0}
Feature/&ArcanistAutoPreparedSpellsTitle	Sorts bonus d'arcaniste de rôdeur
Feature/&ArcanistMarkDescription	À partir du niveau 3, vous imprégnez vos armes d'un pouvoir arcanique. Les créatures touchées par vos attaques sont affectées par la marque de l'arcaniste.
Feature/&ArcanistMarkTitle	Marque d'arcaniste
Feature/&ArmorofShadowsTitle	Armure des ombres
Feature/&ArtificerInfusionCastingDescription	Vous pouvez effectuer les composants somatiques des sorts tout en tenant des armes et des boucliers.
Feature/&ArtificerInfusionCastingTitle	Moulage par infusion
Feature/&ArtificerSpecialistArchetypesDescription	Dans quel domaine d'études vous spécialisez-vous? Les bricoleurs peuvent être des revendeurs de dégâts, des guérisseurs et des spécialistes martiaux.
Feature/&ArtificerSpecialistArchetypesTitle	Spécialisations de bricoleur
Feature/&AscendantStepTitle	Étape ascendante
Feature/&AspectoftheMoonDescription	Vous n'avez plus besoin de dormir et pouvez surveiller, ce qui réduit les risques d'attaque et vous assure d'être éveillé si le camp est attaqué.
Feature/&AspectoftheMoonTitle	Aspect de la Lune
Feature/&AttributeModifier{0}Description	{0}
Feature/&AttributeModifierBolgrifStrengthAbilityScoreIncreaseDescription	Force +1
Feature/&AttributeModifierBolgrifStrengthAbilityScoreIncreaseTitle	Augmentation d'attribut
Feature/&AttributeModifierBolgrifWisdomAbilityScoreIncreaseDescription	Sagesse +2
Feature/&AttributeModifierBolgrifWisdomAbilityScoreIncreaseTitle	Augmentation d'attribut
Feature/&AttributeModifierForestGnomeAbilityScoreIncreaseDescription	Dextérité +1
Feature/&AttributeModifierForestGnomeAbilityScoreIncreaseTitle	Augmentation de l'attribut du gnome de la forêt
Feature/&AttributeModifierGnomeAbilityScoreIncreaseDescription	Intelligence +2
Feature/&AttributeModifierGnomeAbilityScoreIncreaseTitle	Augmentation de l'attribut Gnome
Feature/&BarbarianIndomitableMightDescription	Si votre total pour un test de Force est inférieur à votre score de Force, vous pouvez utiliser ce score à la place du total.
Feature/&BarbarianIndomitableMightTitle	Puissance indomptable
Feature/&BardSkillsTitle	Compétences de barde
Feature/&BeguilingInfluenceDescription	Vous maîtrisez les compétences Tromperie et Persuasion.
Feature/&BeguilingInfluenceTitle	Influence séduisante
Feature/&BolgrifDruidicMagicDescription	Vous connaissez un sort mineur de votre choix dans la liste des sorts du druide. La sagesse est votre capacité d'incantation pour cela.
Feature/&BolgrifDruidicMagicTitle	Magie druidique
Feature/&BolgrifInvisibilityPowerDescription	Par une action bonus, vous pouvez devenir magiquement invisible pendant 1 round. Cette invisibilité se brise si vous entreprenez une action offensive. Une fois que vous avez utilisé cette capacité, vous ne pouvez plus l'utiliser tant que vous n'avez pas terminé un repos court ou long.
Feature/&BolgrifInvisibilityPowerTitle	Disparaître
Feature/&BolgrifPowerfulBuildDescription	Vous comptez votre taille comme grande lors de la détermination de votre capacité de charge.
Feature/&BolgrifPowerfulBuildTitle	Construction puissante
Feature/&BondoftheTalismanDescription	Téléportation jusqu'à 30 pieds.
Feature/&BondoftheTalismanTitle	Talisman de téléportation
Feature/&ChainsofCarceriDescription	Paralyse un céleste, un démon ou un élémental à moins qu'il ne réussisse un jet de sauvegarde de Sagesse.
Feature/&ChainsofCarceriTitle	Chaînes de Carceri
Feature/&ClassMonkDeflectMissileDescription	Vous pouvez utiliser votre réaction pour dévier le missile lorsque vous êtes touché par une attaque à distance. Lorsque vous le faites, les dégâts que vous subissez de l'attaque sont réduits de 1d10 + votre modificateur de Dextérité + votre niveau de Moine.
Feature/&ClassMonkDeflectMissileTitle	Dévier les missiles
Feature/&ClassMonkDiamondSoulDescription	Votre maîtrise du ki vous confère la maîtrise de tous les jets de sauvegarde.\nDe plus, chaque fois que vous faites un jet de sauvegarde et que vous échouez, vous pouvez dépenser 1 point de ki pour le relancer et prendre le deuxième résultat.
Feature/&ClassMonkDiamondSoulTitle	Âme de diamant
Feature/&ClassMonkExtraAttackDescription	Vous pouvez attaquer deux fois, au lieu d'une, chaque fois que vous effectuez l'action Attaquer à votre tour.
Feature/&ClassMonkExtraAttackTitle	Attaque supplémentaire
Feature/&ClassMonkKiDescription	Votre entraînement vous permet d'exploiter l'énergie mystique du ki. Vous gagnez des points ki égaux à votre niveau de Moine. Lorsque vous dépensez un point de ki, il n'est pas disponible jusqu'à ce que vous terminiez un repos court ou long, à la fin duquel vous récupérez tout votre ki dépensé. Vous pouvez dépenser ces points pour alimenter diverses fonctionnalités ki. Vous commencez à connaître trois de ces fonctionnalités :
Feature/&ClassMonkKiEmpoweredStrikesDescription	Vos frappes à mains nues sont considérées comme magiques dans le but de surmonter la résistance et l'immunité aux attaques et aux dégâts non magiques.
Feature/&ClassMonkKiEmpoweredStrikesTitle	Frappes renforcées par le Ki
Feature/&ClassMonkKiTitle	Ki
Feature/&ClassMonkMartialArtsDescription	Vous bénéficiez des avantages suivants tant que vous n'êtes pas armé ou que vous ne portez que des armes de moine et que vous ne portez pas d'armure ni de bouclier :\n• Vous pouvez utiliser la Dextérité au lieu de la Force pour les jets d'attaque et de dégâts de vos frappes à mains nues et des armes de Moine.\n• Vous pouvez lancer un d4 à la place des dégâts normaux de votre frappe à mains nues ou de votre arme de Moine. Ce dé change à mesure que vous gagnez des niveaux de Moine.\n• Lorsque vous utilisez l'action Attaquer avec une frappe à mains nues ou une arme de Moine à votre tour, vous pouvez effectuer une frappe à mains nues en tant qu'action bonus.
Feature/&ClassMonkMartialArtsTitle	Arts martiaux
Feature/&ClassMonkMartialDiceProgression00Description	Vous pouvez lancer <color=#57BCF4>d6</color> à la place des dégâts normaux de votre frappe à mains nues ou de votre arme de Moine.
Feature/&ClassMonkMartialDiceProgression00Title	Augmentation du dé d'arts martiaux (d6)
Feature/&ClassMonkMartialDiceProgression01Description	Vous pouvez lancer <color=#57BCF4>d8</color> à la place des dégâts normaux de votre frappe à mains nues ou de votre arme de Moine.
Feature/&ClassMonkMartialDiceProgression01Title	Augmentation du dé d'arts martiaux (d8)
Feature/&ClassMonkMartialDiceProgression02Description	Vous pouvez lancer <color=#57BCF4>d10</color> à la place des dégâts normaux de votre frappe à mains nues ou de votre arme de Moine.
Feature/&ClassMonkMartialDiceProgression02Title	Augmentation du dé d'arts martiaux (d10)
Feature/&ClassMonkPerfectSelfDescription	Lorsque vous commencez la bataille et qu'il ne vous reste plus de points de ki, vous regagnez 4 points de ki.
Feature/&ClassMonkPerfectSelfTitle	Soi parfait
Feature/&ClassMonkPurityOfBodyDescription	Votre maîtrise du ki qui vous traverse vous rend immunisé contre les maladies et les poisons.
Feature/&ClassMonkPurityOfBodyTitle	Pureté du corps
Feature/&ClassMonkSkillProficiencyTitle	Compétences de moine
Feature/&ClassMonkTongueOfSunAndMoonDescription	Vous apprenez à toucher le ki des autres esprits afin de comprendre toutes les langues parlées. De plus, toute créature qui peut comprendre une langue peut comprendre ce que vous dites.
Feature/&ClassMonkTongueOfSunAndMoonTitle	Langue du Soleil et de la Lune
